House 1,House 2,House 3,House 4,House 5,House 6,House 7,House 8,House 9,House 10,House 11,House 12
Jupiter,Saturn,Rahu,Venus,Sun Mercury,Mars,,Moon,Ketu,,,
Jupiter,Saturn Rahu,,Venus,Sun Mercury Mars,,,Moon Ketu,,,,
Saturn,Rahu,Venus,Sun Mercury,Mars,,Moon,Ketu,,,,Jupiter
Saturn Rahu,,Venus,Sun Mercury Mars,,,Moon Ketu,,,,,Jupiter
Rahu,Venus,Sun Mercury,Mars,,Moon,Ketu,,,,Jupiter,Saturn
,Venus,Sun Mercury Mars,,,Moon Ketu,,,,,Jupiter,Saturn Rahu
Venus,,Sun Mercury Mars,,,Moon Ketu,,,,Jupiter,,Saturn Rahu
Venus,Sun Mercury,Mars,,Moon Ketu,,,,,Jupiter,Saturn Rahu,
Venus,Sun Mercury Mars,,,Moon Ketu,,,,,Jupiter,Saturn Rahu,
Sun Mercury,Mars,,Moon,Ketu,,,,Jupiter,Saturn,Rahu,Venus
Sun Mercury Mars,,,Moon Ketu,,,,,Jupiter,Saturn Rahu,,Venus
Mars,,Moon,Ketu,,,,Jupiter,Saturn,Rahu,Venus,Sun Mercury
,,Moon Ketu,,,,,Jupiter,Saturn Rahu,,Venus,Sun Mercury Mars
,,Moon Ketu,,,,Jupiter,Saturn,Rahu,Venus,Sun Mercury,Mars
,Moon Ketu,,,,,Jupiter,Saturn Rahu,,Venus,Sun Mercury Mars,
Moon Ketu,,,,,Jupiter,Saturn Rahu,,Venus,Sun Mercury,Mars,
Moon Ketu,,,,Jupiter,Saturn,Rahu,Venus,Mercury,Sun Mars,,
,,,,Jupiter,Saturn Rahu,,Venus,Sun Mercury Mars,,,Moon Ketu
,,,Jupiter,Saturn Rahu,,Venus,Sun Mercury,Mars,,Moon Ketu,
,,Jupiter,,Saturn Rahu,Venus,Mercury,Sun Mars,,,Moon Ketu,
,,Jupiter,Saturn Rahu,,Venus,Sun Mercury Mars,,,Moon Ketu,,
,Jupiter,,Saturn Rahu,Venus,Mercury,Sun Mars,,,Moon Ketu,,
,Jupiter,Saturn Rahu,,Venus,Sun Mercury Mars,,,Moon Ketu,,,
Jupiter,,Saturn Rahu,Venus,,Sun Mercury Mars,,,Moon Ketu,,,
Jupiter,Saturn Rahu,,Venus,Sun Mercury,Mars,,Ketu,Moon,,,
Jupiter,Saturn Rahu,,Venus,Sun Mercury Mars,,,Moon Ketu,,,,
Saturn,Rahu,Venus,Sun Mercury,Mars,,,Moon Ketu,,,,Jupiter
Saturn Rahu,,Venus,Sun Mercury Mars,,,Moon Ketu,,,,,Jupiter
Rahu,Venus,Mercury,Sun Mars,,,Moon Ketu,,,,Jupiter,Saturn
,Venus,Sun Mercury Mars,,,Moon Ketu,,,,,Jupiter,Saturn Rahu
Venus,Mercury,Sun Mars,,,Moon Ketu,,,,Jupiter,,Saturn Rahu
Venus,Sun Mercury,Mars,,Ketu,Moon,,,,Jupiter,Saturn Rahu,
Venus,Sun Mercury Mars,,,Moon Ketu,,,,,Jupiter,Saturn Rahu,
Sun Mercury,Mars,,,Moon Ketu,,,,Jupiter,Saturn,Rahu,Venus
Sun Mercury Mars,,,Moon Ketu,,,,,Jupiter,Saturn Rahu,,Venus
Mars,,,Moon Ketu,,,,Jupiter,Saturn,Rahu,Venus,Sun Mercury
,,Moon Ketu,,,,,Jupiter,Saturn Rahu,,Venus,Sun Mercury Mars
,,Moon Ketu,,,,Jupiter,Saturn,Rahu,Venus,Sun Mercury,Mars
,Moon Ketu,,,,,Jupiter,Saturn Rahu,,Venus,Sun Mercury Mars,
Ketu,Moon,,,,Jupiter,Saturn Rahu,,Venus,Sun Mercury,Mars,
Moon Ketu,,,,Jupiter,Saturn,Rahu,Venus,Sun Mercury,Mars,,
,,,,Jupiter,Saturn Rahu,,Venus,Sun Mercury Mars,,,Moon Ketu
,,,Jupiter,Saturn Rahu,,Venus,Sun Mercury,Mars,,Ketu,Moon
,,Jupiter,Saturn,Rahu,Venus,Mercury,Sun Mars,,,Moon Ketu,
,,Jupiter,Saturn Rahu,,Venus,Sun Mercury Mars,,,Ketu,Moon,
,Jupiter,Saturn,Rahu,Venus,Mercury,Sun Mars,,,Moon Ketu,,
,Jupiter,Saturn Rahu,,Venus,Sun Mercury Mars,,,Ketu,Moon,,
Jupiter,,Saturn Rahu,Venus,Mercury,Sun Mars,,,Moon Ketu,,,
Jupiter,Saturn Rahu,,Venus,Sun Mercury,Mars,,Ketu,Moon,,,
Jupiter,Saturn Rahu,,Venus,Sun Mercury Mars,,,Ketu,Moon,,,
Saturn,Rahu,Venus,Sun Mercury,Mars,,,Moon Ketu,,,,Jupiter
Saturn Rahu,,Venus,Sun Mercury Mars,,,Ketu,Moon,,,,Jupiter
Rahu,Venus,Mercury,Sun Mars,,,Moon Ketu,,,,Jupiter,Saturn
,Venus,Sun Mercury Mars,,,Ketu,Moon,,,,Jupiter,Saturn Rahu
Venus,Mercury,Sun Mars,,,Moon Ketu,,,,Jupiter,,Saturn Rahu
Venus,Sun Mercury,Mars,,Ketu,Moon,,,,Jupiter,Saturn Rahu,
Venus,Sun Mercury Mars,,,Ketu,Moon,,,,Jupiter,Saturn Rahu,
Sun Mercury,Mars,,,Moon Ketu,,,,Jupiter,Saturn,Rahu,Venus
Sun Mercury Mars,,,Ketu,Moon,,,,Jupiter,Saturn Rahu,,Venus
Mars,,,Moon Ketu,,,,Jupiter,Saturn,Rahu,Venus,Sun Mercury
,,Ketu,Moon,,,,Jupiter,Saturn Rahu,,Venus,Sun Mercury Mars
,,Moon Ketu,,,,Jupiter,Saturn,Rahu,Venus,Sun Mercury,Mars
,Ketu,Moon,,,,Jupiter,Saturn Rahu,,Venus,Sun Mercury Mars,
Ketu,Moon,,,,Jupiter,Saturn Rahu,,Venus,Sun Mercury,Mars,
Moon Ketu,,,,Jupiter,Saturn,Rahu,Venus,Sun Mercury,Mars,,
Moon,,,,Jupiter,Saturn Rahu,,Venus,Sun Mercury Mars,,,Ketu
,,,Jupiter,Saturn Rahu,,Venus,Sun Mercury Mars,,,Ketu,Moon
,,Jupiter,Saturn,Rahu,Venus,Mercury,Sun Mars,,,Ketu,Moon
,,Jupiter,Saturn Rahu,,Venus,Sun Mercury Mars,,,Ketu,Moon,
,Jupiter,Saturn,Rahu,Venus,Mercury,Sun Mars,,,Ketu,Moon,
,Jupiter,Saturn Rahu,,Venus,Sun Mercury Mars,,,Ketu,Moon,,
Jupiter,,Saturn Rahu,Venus,Mercury,Sun Mars,,,Ketu,Moon,,
Jupiter,Saturn Rahu,,Venus,Sun Mercury,Mars,,Ketu,Moon,,,
Jupiter,Saturn Rahu,,Venus,Sun Mercury Mars,,,Ketu,Moon,,,
Saturn,Rahu,Venus,Sun Mercury,Mars,,,Ketu,Moon,,,Jupiter
Saturn Rahu,,Venus,Sun Mercury Mars,,,Ketu,Moon,,,,Jupiter
Rahu,Venus,Mercury,Sun Mars,,,Ketu,Moon,,,Jupiter,Saturn
,Venus,Sun Mercury Mars,,,Ketu,Moon,,,,Jupiter,Saturn Rahu
Venus,Mercury,Sun Mars,,,Ketu,Moon,,,Jupiter,,Saturn Rahu
Venus,Sun Mercury,Mars,,Ketu,Moon,,,,Jupiter,Saturn Rahu,
Mercury Venus,Sun Mars,,,Ketu,Moon,,,Jupiter,,Saturn Rahu,
Sun Mercury,Mars,,,Ketu,Moon,,,Jupiter,Saturn,Rahu,Venus
Sun Mercury Mars,,,Ketu,Moon,,,,Jupiter,Saturn Rahu,,Venus
Mars,,,Ketu,Moon,,,Jupiter,Saturn,Rahu,Venus,Sun Mercury
,,Ketu,Moon,,,,Jupiter,Saturn Rahu,,Venus,Sun Mercury Mars
,,Ketu,Moon,,,Jupiter,Saturn,Rahu,Venus,Sun Mercury,Mars
,Ketu,Moon,,,,Jupiter,Saturn Rahu,,Venus,Sun Mercury Mars,
Ketu,,Moon,,,Jupiter,Saturn Rahu,,Venus,Sun Mercury,Mars,
Ketu,Moon,,,Jupiter,Saturn,Rahu,Venus,Sun Mercury,Mars,,
Moon,,,Jupiter,,Saturn Rahu,,Mercury Venus,Sun Mars,,,Ketu
Moon,,,Jupiter,Saturn Rahu,,Venus,Sun Mercury Mars,,,Ketu,
,,Jupiter,Saturn,Rahu,Venus,Mercury,Sun Mars,,,Ketu,Moon
,,Jupiter,Saturn Rahu,,Venus,Sun Mercury Mars,,,Ketu,Moon,
,Jupiter,Saturn,Rahu,Venus,Mercury,Sun Mars,,,Ketu,Moon,
,Jupiter,Saturn Rahu,,Venus,Sun Mercury Mars,,,Ketu,,Moon,
Jupiter,,Saturn Rahu,Venus,Mercury,Sun Mars,,,Ketu,Moon,,
Jupiter,Saturn Rahu,,Venus,Sun Mercury,Mars,,Ketu,,Moon,,
Jupiter,Saturn Rahu,,Mercury Venus,Sun Mars,,,Ketu,Moon,,,
Saturn,Rahu,Venus,Sun Mercury,Mars,,,Ketu,Moon,,,Jupiter
Saturn Rahu,,Venus,Sun Mercury Mars,,,Ketu,,Moon,,,Jupiter
Rahu,Venus,Mercury,Sun Mars,,,Ketu,Moon,,,Jupiter,Saturn
,Venus,Sun Mercury Mars,,,Ketu,,Moon,,,Jupiter,Saturn Rahu
Venus,Mercury,Sun Mars,,,Ketu,Moon,,,Jupiter,Saturn,Rahu
Venus,Sun Mercury,Mars,,Ketu,,Moon,,,Jupiter,Saturn Rahu,
Mercury,Sun Mars,,,Ketu,Moon,,,Jupiter,,Saturn Rahu,Venus
Sun Mercury,Mars,,Ketu,,Moon,,,Jupiter,Saturn Rahu,,Venus
Sun Mercury Mars,,,Ketu,,Moon,,,Jupiter,Saturn Rahu,,Venus
Mars,,,Ketu,Moon,,,Jupiter,Saturn,Rahu,Venus,Sun Mercury
,,Ketu,,Moon,,,Jupiter,Saturn Rahu,,Venus,Sun Mercury Mars
,,Ketu,Moon,,,Jupiter,Saturn,Rahu,Venus,Sun Mercury,Mars
,Ketu,,Moon,,Jupiter,,Saturn Rahu,,Mercury Venus,Sun Mars,
Ketu,,Moon,,,Jupiter,Saturn Rahu,,Venus,Sun Mercury Mars,,
Ketu,Moon,,,Jupiter,Saturn,Rahu,Venus,Sun Mercury,Mars,,
,Moon,,Jupiter,,Saturn Rahu,Venus,Mercury,Sun Mars,,,Ketu
Moon,,,Jupiter,Saturn Rahu,,Venus,Sun Mercury Mars,,,Ketu,
,,Jupiter,Saturn,Rahu,Venus,Mercury,Sun Mars,,,Ketu,Moon
,,Jupiter,Saturn Rahu,,Venus,Sun Mercury Mars,,,Ketu,,Moon
,Jupiter,Saturn,Rahu,Venus,Mercury,Sun Mars,,,Ketu,Moon,
,Jupiter,Saturn Rahu,,Venus,Sun Mercury Mars,,,Ketu,,Moon,
Jupiter,,Saturn Rahu,Venus,Mercury,Sun Mars,,,Ketu,,Moon,
Jupiter,Saturn Rahu,,Venus,Sun Mercury,Mars,,Ketu,,Moon,,
,Saturn Rahu,,Mercury Venus,Sun Mars,,,Ketu,,Moon,,Jupiter
Saturn,Rahu,Venus,Sun Mercury,Mars,,,Ketu,Moon,,,Jupiter
Saturn Rahu,,Venus,Sun Mercury Mars,,,Ketu,,Moon,,,Jupiter
Rahu,Venus,Mercury,Sun Mars,,,Ketu,Moon,,,Jupiter,Saturn
,Venus,Sun Mercury Mars,,,Ketu,,Moon,,,Jupiter,Saturn Rahu
Venus,Mercury,Sun Mars,,,Ketu,,Moon,,Jupiter,Saturn,Rahu
Venus,Sun Mercury,Mars,,Ketu,,Moon,,,Jupiter,Saturn Rahu,
Mercury,Sun Mars,,,Ketu,,Moon,,Jupiter,,Saturn Rahu,Venus
Sun Mercury,Mars,,Ketu,,Moon,,,Jupiter,Saturn Rahu,,Venus
Sun Mars,,,Ketu,,Moon,,,Jupiter,Saturn Rahu,,Mercury Venus
Mars,,,Ketu,,Moon,,Jupiter,Saturn,Rahu,Venus,Sun Mercury
,,Ketu,,Moon,,,Jupiter,Saturn Rahu,,Venus,Sun Mercury Mars
,,Ketu,,Moon,,Jupiter,Saturn,Rahu,Venus,Sun Mercury,Mars
,Ketu,,Moon,,Jupiter,,Saturn Rahu,,Mercury Venus,Sun Mars,
Ketu,,Moon,,,Jupiter,Saturn Rahu,,Venus,Sun Mercury Mars,,
Ketu,,Moon,,Jupiter,Saturn,Rahu,Venus,Sun Mercury,Mars,,
,Moon,,Jupiter,,Saturn Rahu,Venus,Mercury,Sun Mars,,,Ketu
Moon,,,Jupiter,Saturn Rahu,,Venus,Sun Mercury Mars,,,Ketu,
Moon,,Jupiter,Saturn,Rahu,Venus,Mercury,Sun Mars,,,Ketu,
,,Jupiter,Saturn Rahu,,Venus,Sun Mercury Mars,,,Ketu,,Moon
,Jupiter,Saturn,Rahu,Venus,Mercury,Sun Mars,,,Ketu,,Moon
,Jupiter,Saturn Rahu,,Venus,Sun Mercury Mars,,,Ketu,,Moon,
Jupiter,Saturn,Rahu,Venus,Mercury,Sun Mars,,,Ketu,,Moon,
Jupiter,Saturn Rahu,,Venus,Sun Mercury,Mars,,Ketu,,,Moon,
,Saturn Rahu,,Mercury Venus,Sun Mars,,,Ketu,,Moon,,Jupiter
Saturn Rahu,,Venus,Sun Mercury,Mars,,Ketu,,,Moon,,Jupiter
Saturn Rahu,,Mercury Venus,Sun Mars,,,Ketu,,Moon,,,Jupiter
Rahu,Venus,Mercury,Sun Mars,,,Ketu,,Moon,,Jupiter,Saturn
,Venus,Sun Mercury Mars,,,Ketu,,Moon,,,Jupiter,Saturn Rahu
Venus,Mercury,Sun Mars,,,Ketu,,Moon,,Jupiter,Saturn,Rahu
Venus,Sun Mercury,Mars,,Ketu,,,Moon,,Jupiter,Saturn Rahu,
Mercury,Sun Mars,,,Ketu,,Moon,,Jupiter,,Saturn Rahu,Venus
Sun Mercury,Mars,,Ketu,,,Moon,,Jupiter,Saturn Rahu,,Venus
Sun Mars,,,Ketu,,Moon,,,Jupiter,Saturn Rahu,,Mercury Venus
Mars,,,Ketu,,Moon,,Jupiter,Saturn,Rahu,Venus,Sun Mercury
,,Ketu,,Moon,,,Jupiter,Saturn Rahu,,Mercury Venus,Sun Mars
,Ketu,,,Moon,,Jupiter,Saturn Rahu,,Venus,Sun Mercury,Mars
,Ketu,,Moon,,Jupiter,,Saturn Rahu,Venus,Mercury,Sun Mars,
Ketu,,,Moon,,Jupiter,Saturn Rahu,,Venus,Sun Mercury Mars,,
,,Moon,,Jupiter,Saturn Rahu,,Venus,Sun Mercury,Mars,,Ketu
,Moon,,Jupiter,,Saturn Rahu,Venus,Mercury,Sun Mars,,,Ketu
,Moon,,Jupiter,Saturn Rahu,,Venus,Sun Mercury Mars,,,Ketu,
Moon,,Jupiter,Saturn,Rahu,Venus,Mercury,Sun Mars,,,Ketu,
Moon,,Jupiter,Saturn Rahu,,Venus,Sun Mercury Mars,,,Ketu,,
,Jupiter,Saturn,Rahu,Venus,Mercury,Sun Mars,,,Ketu,,Moon
,Jupiter,Saturn Rahu,,Venus,Sun Mercury Mars,,,Ketu,,,Moon
Jupiter,Saturn,Rahu,Venus,Mercury,Sun Mars,,,Ketu,,Moon,
Jupiter,Saturn Rahu,,Venus,Sun Mercury,Mars,,Ketu,,,Moon,
,Saturn Rahu,,Mercury Venus,Sun Mars,,,Ketu,,,Moon,Jupiter
Saturn Rahu,,Venus,Sun Mercury,Mars,,Ketu,,,Moon,,Jupiter
Saturn Rahu,,Mercury Venus,Sun Mars,,,Ketu,,,Moon,,Jupiter
Rahu,Venus,Mercury,Sun Mars,,,Ketu,,Moon,,Jupiter,Saturn
,Venus,Sun Mercury Mars,,,Ketu,,,Moon,,Jupiter,Saturn Rahu
Venus,Mercury,Sun Mars,,,Ketu,,Moon,,Jupiter,Saturn,Rahu
Venus,Sun Mercury,Mars,,Ketu,,,Moon,,Jupiter,Saturn Rahu,
Mercury,Sun Mars,,,Ketu,,,Moon,Jupiter,,Saturn Rahu,Venus
Sun Mercury,Mars,,Ketu,,,Moon,,Jupiter,Saturn Rahu,,Venus
Sun Mars,,,Ketu,,,Moon,Jupiter,,Saturn Rahu,,Mercury Venus
Mars,,Ketu,,,Moon,,Jupiter,Saturn Rahu,,Venus,Sun Mercury
,,Ketu,,,Moon,,Jupiter,Saturn Rahu,,Mercury Venus,Sun Mars
,Ketu,,,Moon,,Jupiter,Saturn Rahu,,Venus,Sun Mercury,Mars
,Ketu,,,Moon,Jupiter,,Saturn Rahu,Venus,Mercury,Sun Mars,
Ketu,,,Moon,,Jupiter,Saturn Rahu,,Venus,Sun Mercury Mars,,
,,Moon,,Jupiter,Saturn Rahu,,Venus,Sun Mercury,Mars,,Ketu
,,Moon,Jupiter,Saturn,Rahu,Venus,Mercury,Sun Mars,,,Ketu
,Moon,,Jupiter,Saturn Rahu,,Venus,Sun Mercury Mars,,,Ketu,
,Moon,Jupiter,Saturn,Rahu,Venus,Mercury,Sun Mars,,,Ketu,
Moon,,Jupiter,Saturn Rahu,,Mercury Venus,Sun Mars,,,Ketu,,
Moon,Jupiter,Saturn,Rahu,Venus,Mercury,Sun Mars,,,Ketu,,
,Jupiter,Saturn Rahu,,Venus,Sun Mercury Mars,,,Ketu,,,Moon
Jupiter,Saturn,Rahu,Venus,Mercury,Sun Mars,,,Ketu,,,Moon
Jupiter,Saturn Rahu,,Venus,Sun Mercury,Mars,,Ketu,,,Moon,
,Saturn Rahu,,Mercury Venus,Sun Mars,,,Ketu,,,Moon,Jupiter
Saturn Rahu,,Venus,Sun Mercury,Mars,,Ketu,,,Moon,,Jupiter
Saturn Rahu,,Mercury Venus,Sun Mars,,,Ketu,,,Moon,,Jupiter
Rahu,Venus,Mercury,Sun Mars,,,Ketu,,,Moon,Jupiter,Saturn
,Venus,Sun Mercury Mars,,,Ketu,,,Moon,,Jupiter,Saturn Rahu
Venus,Mercury,Sun Mars,,,Ketu,,,Moon,Jupiter,Saturn,Rahu
Venus,Sun Mercury,Mars,,Ketu,,,Moon,,Jupiter,Saturn Rahu,
Mercury,Sun Mars,,,Ketu,,,Moon,Jupiter,,Saturn Rahu,Venus
Sun Mercury,Mars,,Ketu,,,,Moon,Jupiter,Saturn Rahu,,Venus
Sun Mars,,,Ketu,,,Moon,Jupiter,,Saturn Rahu,,Mercury Venus
Mars,,Ketu,,,,Moon,Jupiter,Saturn Rahu,,Venus,Sun Mercury
,,Ketu,,,Moon,Jupiter,,Saturn Rahu,,Mercury Venus,Sun Mars
,Ketu,,,,Moon,Jupiter,Saturn Rahu,,Venus,Sun Mercury,Mars
,Ketu,,,Moon,Jupiter,Saturn,Rahu,Venus,Mercury,Sun Mars,
Ketu,,,Moon,,Jupiter,Saturn Rahu,,Venus,Sun Mercury Mars,,
,,,Moon,Jupiter,Saturn Rahu,,Venus,Sun Mercury,Mars,,Ketu
,,Moon,Jupiter,Saturn,Rahu,Venus,Mercury,Sun Mars,,,Ketu
,Moon,,Jupiter,Saturn Rahu,,Venus,Sun Mercury Mars,,,Ketu,
,Moon,Jupiter,Saturn,Rahu,Venus,Mercury,Sun Mars,,,Ketu,
Moon,,Jupiter,Saturn Rahu,,Mercury Venus,Sun Mars,,,Ketu,,
Moon,Jupiter,Saturn,Rahu,Venus,Mercury,Sun Mars,,,Ketu,,
Moon,Jupiter,Saturn Rahu,,Venus,Sun Mercury Mars,,,Ketu,,,
Jupiter,Saturn,Rahu,Venus,Mercury,Sun Mars,,,Ketu,,,Moon
Jupiter,Saturn Rahu,,Venus,Sun Mercury,Mars,,Ketu,,,,Moon
,Saturn Rahu,,Mercury Venus,Sun Mars,,,Ketu,,,Moon,Jupiter
Saturn Rahu,,Venus,Sun Mercury,Mars,,Ketu,,,,Moon,Jupiter
Saturn Rahu,,Mercury Venus,Sun Mars,,,Ketu,,,Moon,Jupiter,
,Venus,Mercury,Sun Mars,,Ketu,,,,Moon,Jupiter,Saturn Rahu
,Mercury Venus,Sun Mars,,,Ketu,,,,Moon,Jupiter,Saturn Rahu
Venus,Mercury,Sun Mars,,,Ketu,,,Moon,Jupiter,Saturn,Rahu
Venus,Sun Mercury,Mars,,Ketu,,,,Moon,Jupiter,Saturn Rahu,
Mercury,Sun Mars,,,Ketu,,,Moon,Jupiter,Saturn,Rahu,Venus
Sun Mercury,Mars,,Ketu,,,,Moon,Jupiter,Saturn Rahu,,Venus
Sun Mars,,,Ketu,,,,Moon Jupiter,,Saturn Rahu,,Mercury Venus
Mars,,Ketu,,,,Moon,Jupiter,Saturn Rahu,,Venus,Sun Mercury
,,Ketu,,,,Moon Jupiter,,Saturn Rahu,,Mercury Venus,Sun Mars
,Ketu,,,,Moon,Jupiter,Saturn Rahu,,Venus,Sun Mercury,Mars
,Ketu,,,Moon,Jupiter,Saturn,Rahu,Venus,Mercury,Sun Mars,
Ketu,,,,Moon,Jupiter,Saturn Rahu,,Mercury Venus,Sun Mars,,
,,,Moon,Jupiter,Saturn Rahu,,Venus,Sun Mercury,Mars,,Ketu
,,Moon,Jupiter,Saturn,Rahu,Venus,Mercury,Sun Mars,,,Ketu
,,Moon,Jupiter,Saturn Rahu,,Mercury Venus,Sun Mars,,,Ketu,
,Moon,Jupiter,Saturn Rahu,,Venus,Mercury,Sun Mars,,Ketu,,
,Moon,Jupiter,Saturn Rahu,,Mercury Venus,Sun Mars,,,Ketu,,
Moon,Jupiter,Saturn,Rahu,Venus,Mercury,Sun Mars,,,Ketu,,
Moon,Jupiter,Saturn Rahu,,Venus,Sun Mercury Mars,,,Ketu,,,
Jupiter,Saturn,Rahu,Venus,Mercury,Sun Mars,,,Ketu,,,Moon
Jupiter,Saturn Rahu,,Venus,Sun Mercury,Mars,,Ketu,,,,Moon
,Saturn Rahu,Venus,Mercury,Sun Mars,,,Ketu,,,,Moon Jupiter
Saturn Rahu,,Venus,Sun Mercury,Mars,,Ketu,,,,Moon,Jupiter
Saturn Rahu,,Mercury Venus,Sun Mars,,,Ketu,,,,Moon Jupiter,
,Venus,Mercury,Sun Mars,,Ketu,,,,Moon,Jupiter,Saturn Rahu
,Mercury Venus,Sun Mars,,,Ketu,,,,Moon,Jupiter,Saturn Rahu
Venus,Mercury,Sun Mars,,,Ketu,,,,Moon Jupiter,Saturn,Rahu
Venus,Sun Mercury,Mars,,Ketu,,,,Moon,Jupiter,Saturn Rahu,
Mercury,Sun Mars,,,Ketu,,,,Moon Jupiter,Saturn,Rahu,Venus
Sun Mercury,Mars,,Ketu,,,,Moon,Jupiter,Saturn Rahu,,Venus
Sun Mars,,,Ketu,,,,Moon Jupiter,,Saturn Rahu,,Mercury Venus
Mars,,Ketu,,,,Moon,Jupiter,Saturn Rahu,,Venus,Sun Mercury
,,Ketu,,,,Moon Jupiter,,Saturn Rahu,,Mercury Venus,Sun Mars
,Ketu,,,,Moon,Jupiter,Saturn Rahu,,Venus,Sun Mercury,Mars
,Ketu,,,,Moon Jupiter,Saturn,Rahu,Venus,Mercury,Sun Mars,
Ketu,,,,Moon,Jupiter,Saturn Rahu,,Mercury Venus,Sun Mars,,
,,,Moon,Jupiter,Saturn Rahu,,Venus,Sun Mercury,Mars,,Ketu
,,,Moon Jupiter,Saturn,Rahu,Venus,Mercury,Sun Mars,,,Ketu
,,Moon,Jupiter,Saturn Rahu,,Mercury Venus,Sun Mars,,,Ketu,
,,Moon Jupiter,Saturn Rahu,,Venus,Mercury,Sun Mars,,Ketu,,
,Moon Jupiter,,Saturn Rahu,,Mercury Venus,Sun Mars,,,Ketu,,
,Moon Jupiter,Saturn Rahu,,Venus,Mercury,Sun Mars,,Ketu,,,
Moon,Jupiter,Saturn Rahu,,Venus,Sun Mercury Mars,,,Ketu,,,
Moon Jupiter,Saturn,Rahu,Venus,Mercury,Sun Mars,,,Ketu,,,
Jupiter,Saturn Rahu,,Venus,Sun Mercury,Mars,,Ketu,,,,Moon
Saturn,Rahu,Venus,Mercury,Sun Mars,,,Ketu,,,,Moon Jupiter
Saturn Rahu,,Venus,Sun Mercury,Mars,,Ketu,,,,,Moon Jupiter
Saturn Rahu,,Mercury Venus,Sun Mars,,,Ketu,,,,Moon Jupiter,
,Venus,Mercury,Sun Mars,,Ketu,,,,,Moon Jupiter,Saturn Rahu
,Mercury Venus,Sun Mars,,,Ketu,,,,Moon,Jupiter,Saturn Rahu
Venus,Mercury,Sun Mars,,,Ketu,,,,Moon Jupiter,Saturn,Rahu
Venus,Sun Mercury,Mars,,Ketu,,,,Moon,Jupiter,Saturn Rahu,
Mercury,Sun Mars,,,Ketu,,,,Moon Jupiter,Saturn,Rahu,Venus
Sun Mercury,Mars,,Ketu,,,,,Moon Jupiter,Saturn Rahu,,Venus
Sun Mars,,,Ketu,,,,Moon Jupiter,,Saturn Rahu,,Mercury Venus
Mars,,Ketu,,,,,Moon Jupiter,Saturn Rahu,,Venus,Sun Mercury
,,Ketu,,,,Moon Jupiter,,Saturn Rahu,,Mercury Venus,Sun Mars
,Ketu,,,,,Moon Jupiter,Saturn Rahu,,Venus,Sun Mercury,Mars
,Ketu,,,,Moon Jupiter,Saturn,Rahu,Venus,Mercury,Sun Mars,
Ketu,,,,Moon Jupiter,,Saturn Rahu,,Mercury Venus,Sun Mars,,
,,,,Moon Jupiter,Saturn Rahu,,Venus,Sun Mercury,Mars,,Ketu
,,,Moon Jupiter,Saturn,Rahu,Venus,Mercury,Sun Mars,,,Ketu
,,Jupiter,Moon,Saturn Rahu,,Mercury Venus,Sun Mars,,,Ketu,
,,Moon Jupiter,Saturn Rahu,,Venus,Mercury,Sun Mars,,Ketu,,
,Jupiter,Moon,Saturn Rahu,,Mercury Venus,Sun Mars,,,Ketu,,
,Moon Jupiter,Saturn Rahu,,Venus,Mercury,Sun Mars,,Ketu,,,
,Moon Jupiter,Saturn Rahu,,Mercury Venus,Sun Mars,,,Ketu,,,
Moon Jupiter,Saturn,Rahu,Venus,Mercury,Sun Mars,,,Ketu,,,
Moon Jupiter,Saturn Rahu,,Venus,Sun Mercury,Mars,,Ketu,,,,
Saturn,Rahu,Venus,Mercury,Sun Mars,,,Ketu,,,,Moon Jupiter
Saturn Rahu,,Venus,Sun Mercury,Mars,,Ketu,,,,,Moon Jupiter
Saturn Rahu,,Mercury Venus,Sun Mars,,,Ketu,,,,Jupiter,Moon
,Venus,Mercury,Sun Mars,,Ketu,,,,,Moon Jupiter,Saturn Rahu
,Mercury Venus,Sun Mars,,,Ketu,,,,,Moon Jupiter,Saturn Rahu
Venus,Mercury,Sun Mars,,,Ketu,,,,Moon Jupiter,Saturn,Rahu
Venus,Sun Mercury,Mars,,Ketu,,,,,Moon Jupiter,Saturn Rahu,
Mercury,Sun Mars,,,Ketu,,,,Moon Jupiter,Saturn,Rahu,Venus
Sun Mercury,Mars,,Ketu,,,,,Moon Jupiter,Saturn Rahu,,Venus
Sun Mars,,,Ketu,,,,Jupiter,Moon,Saturn Rahu,,Mercury Venus
Mars,,Ketu,,,,,Moon Jupiter,Saturn Rahu,,Venus,Sun Mercury
,,Ketu,,,,Jupiter,Moon,Saturn Rahu,,Mercury Venus,Sun Mars
,Ketu,,,,,Moon Jupiter,Saturn Rahu,,Venus,Sun Mercury,Mars
,Ketu,,,,Moon Jupiter,Saturn,Rahu,Venus,Mercury,Sun Mars,
Ketu,,,,Jupiter,Moon,Saturn Rahu,,Mercury Venus,Sun Mars,,
,,,,Moon Jupiter,Saturn Rahu,,Venus,Sun Mercury,Mars,,Ketu
,,,Moon Jupiter,Saturn,Rahu,Venus,Mercury,Sun Mars,,,Ketu
,,Jupiter,Moon,Saturn Rahu,,Mercury Venus,Sun Mars,,,Ketu,
,,Moon Jupiter,Saturn Rahu,,Venus,Mercury,Sun Mars,,Ketu,,
,Jupiter,Moon,Saturn Rahu,,Mercury Venus,Sun Mars,,,Ketu,,
,Moon Jupiter,Saturn Rahu,,Venus,Mercury,Sun Mars,,Ketu,,,
